matrix_id,rhs_file,n,nnz,k,converged,reason,its,residual,time
61,mat_61.txt,mat_61.mtx,rhs_61_14.bin,1,True,2,25,1.148722105924602e-07,0.0007060500001898617
61,mat_61.txt,mat_61.mtx,rhs_61_14.bin,2,True,2,17,6.433772714647824e-07,0.0007003219998296117
61,mat_61.txt,mat_61.mtx,rhs_61_14.bin,3,True,2,12,6.388345885803957e-07,0.0008142379992932547
67,mat_67.txt,mat_67.mtx,rhs_67_1.bin,0,True,2,31,1.3690806599277988e-08,0.0009129970003414201
67,mat_67.txt,mat_67.mtx,rhs_67_1.bin,1,True,2,24,2.5209589300284585e-08,0.0007138029995985562
67,mat_67.txt,mat_67.mtx,rhs_67_1.bin,2,True,2,17,2.0682664559496856e-08,0.0007297969996216125
67,mat_67.txt,mat_67.mtx,rhs_67_1.bin,3,True,2,12,1.9709726630876357e-08,0.0008624990005046129
67,mat_67.txt,mat_67.mtx,rhs_67_2.bin,0,True,2,30,9.274133332477032e-09,0.0006774140001652995
67,mat_67.txt,mat_67.mtx,rhs_67_2.bin,1,True,2,24,7.225377459438056e-09,0.0007008120001046336
67,mat_67.txt,mat_67.mtx,rhs_67_2.bin,2,True,2,17,6.433415065541282e-09,0.0007154779996199068
67,mat_67.txt,mat_67.mtx,rhs_67_2.bin,3,True,2,12,9.923657601703203e-09,0.0008318380005221115
67,mat_67.txt,mat_67.mtx,rhs_67_3.bin,0,True,2,30,2.6779926844286025e-08,0.000679090000630822
67,mat_67.txt,mat_67.mtx,rhs_67_3.bin,1,True,2,24,1.4480123058963829e-08,0.000740901999961352
67,mat_67.txt,mat_67.mtx,rhs_67_3.bin,2,True,2,17,2.6477347786331556e-08,0.0007147100004658569
67,mat_67.txt,mat_67.mtx,rhs_67_3.bin,3,True,2,12,3.395405150199757e-08,0.0008350509997399058
67,mat_67.txt,mat_67.mtx,rhs_67_4.bin,0,True,2,31,1.6267956515390094e-08,0.0006851660000393167
67,mat_67.txt,mat_67.mtx,rhs_67_4.bin,1,True,2,24,2.5306999740767842e-08,0.000712406000275223
67,mat_67.txt,mat_67.mtx,rhs_67_4.bin,2,True,2,17,2.3524441499726646e-08,0.0007114979998732451
67,mat_67.txt,mat_67.mtx,rhs_67_4.bin,3,True,2,12,1.4163816997553284e-08,0.000832746999549272
67,mat_67.txt,mat_67.mtx,rhs_67_5.bin,0,True,2,31,1.3378955159035441e-08,0.0006774140001652995
67,mat_67.txt,mat_67.mtx,rhs_67_5.bin,1,True,2,25,6.817721369955786e-09,0.0007001829999353504
67,mat_67.txt,mat_67.mtx,rhs_67_5.bin,2,True,2,17,1.1738180007655965e-08,0.0006934780003575725
67,mat_67.txt,mat_67.mtx,rhs_67_5.bin,3,True,2,12,2.066963688728461e-08,0.0008054370000536437
67,mat_67.txt,mat_67.mtx,rhs_67_6.bin,0,True,2,31,1.0952965401719968e-08,0.0006772739998268662
67,mat_67.txt,mat_67.mtx,rhs_67_6.bin,1,True,2,25,4.775735904963881e-09,0.0007044439998935559
67,mat_67.txt,mat_67.mtx,rhs_67_6.bin,2,True,2,17,6.316777475843559e-09,0.0006905449999976554
67,mat_67.txt,mat_67.mtx,rhs_67_6.bin,3,True,2,12,1.8888183603135897e-08,0.0008008280001376988
67,mat_67.txt,mat_67.mtx,rhs_67_7.bin,0,True,2,30,4.212056396304452e-08,0.000654575000226032
67,mat_67.txt,mat_67.mtx,rhs_67_7.bin,1,True,2,24,6.94980540933005e-08,0.000669731000016327
67,mat_67.txt,mat_67.mtx,rhs_67_7.bin,2,True,2,17,5.4594637780027156e-08,0.0006862840000394499
67,mat_67.txt,mat_67.mtx,rhs_67_7.bin,3,True,2,12,6.765909420942532e-08,0.000800059000539477
67,mat_67.txt,mat_67.mtx,rhs_67_8.bin,0,True,2,30,5.606459978006416e-08,0.0006534570002258988
67,mat_67.txt,mat_67.mtx,rhs_67_8.bin,1,True,2,24,3.332598513963104e-08,0.0006718960003126995
67,mat_67.txt,mat_67.mtx,rhs_67_8.bin,2,True,2,17,4.716544131918406e-08,0.0006859349996375386
67,mat_67.txt,mat_67.mtx,rhs_67_8.bin,3,True,2,12,8.388673134125695e-08,0.0008078119999481714
67,mat_67.txt,mat_67.mtx,rhs_67_9.bin,0,True,2,30,4.825665401516724e-08,0.0006824429992775549
67,mat_67.txt,mat_67.mtx,rhs_67_9.bin,1,True,2,24,2.6022974613695506e-08,0.0006734329999744659
67,mat_67.txt,mat_67.mtx,rhs_67_9.bin,2,True,2,17,3.8866437931579146e-08,0.0006792300000597606
67,mat_67.txt,mat_67.mtx,rhs_67_9.bin,3,True,2,12,5.7169054625880603e-08,0.0008021549992918153
67,mat_67.txt,mat_67.mtx,rhs_67_10.bin,0,True,2,30,9.383865082912365e-08,0.000651781000669871
67,mat_67.txt,mat_67.mtx,rhs_67_10.bin,1,True,2,24,1.1220158072768716e-07,0.0006640740002694656
67,mat_67.txt,mat_67.mtx,rhs_67_10.bin,2,True,2,17,4.947616816812648e-08,0.0006799279999540886
67,mat_67.txt,mat_67.mtx,rhs_67_10.bin,3,True,2,12,1.0290738871505322e-07,0.0007993609997356543
67,mat_67.txt,mat_67.mtx,rhs_67_11.bin,0,True,2,30,4.613667044222763e-08,0.0006505239998659818
67,mat_67.txt,mat_67.mtx,rhs_67_11.bin,1,True,2,24,2.857413560932907e-08,0.0006686839997200877
67,mat_67.txt,mat_67.mtx,rhs_67_11.bin,2,True,2,17,3.1575527535037694e-08,0.0006858649994683219
67,mat_67.txt,mat_67.mtx,rhs_67_11.bin,3,True,2,12,8.332938368886157e-08,0.0008133999999699881
67,mat_67.txt,mat_67.mtx,rhs_67_12.bin,0,True,2,31,2.661630651633208e-08,0.0006607920004171319
67,mat_67.txt,mat_67.mtx,rhs_67_12.bin,1,True,2,24,4.734161405773422e-08,0.000676157000270905
67,mat_67.txt,mat_67.mtx,rhs_67_12.bin,2,True,2,16,1.2989686127971213e-07,0.0006496859996332205
67,mat_67.txt,mat_67.mtx,rhs_67_12.bin,3,True,2,12,1.6185053002569914e-07,0.000820733000182372
67,mat_67.txt,mat_67.mtx,rhs_67_13.bin,0,True,2,30,1.5162346144133166e-08,0.0006558320001204265
67,mat_67.txt,mat_67.mtx,rhs_67_13.bin,1,True,2,25,5.72787949638327e-09,0.0006949449998501223
67,mat_67.txt,mat_67.mtx,rhs_67_13.bin,2,True,2,17,4.0450293666930614e-08,0.0006849569999758387
67,mat_67.txt,mat_67.mtx,rhs_67_13.bin,3,True,2,12,4.838282115197884e-08,0.0007974749996719765
68,mat_68.txt,mat_68.mtx,rhs_68_1.bin,0,True,2,30,5.395043485221982e-08,0.0008043890002227272
68,mat_68.txt,mat_68.mtx,rhs_68_1.bin,1,True,2,23,1.9889493208311445e-07,0.0006955039998501888
68,mat_68.txt,mat_68.mtx,rhs_68_1.bin,2,True,2,17,5.061478073900007e-08,0.0007337779998124461
68,mat_68.txt,mat_68.mtx,rhs_68_1.bin,3,True,2,12,7.044853551475676e-08,0.000842106000163767
68,mat_68.txt,mat_68.mtx,rhs_68_2.bin,0,True,2,30,3.9849602918826787e-08,0.0006774829998903442
68,mat_68.txt,mat_68.mtx,rhs_68_2.bin,1,True,2,24,3.140760411621283e-08,0.000689217000399367
68,mat_68.txt,mat_68.mtx,rhs_68_2.bin,2,True,2,17,2.2798784720501728e-08,0.0007101709998096339
68,mat_68.txt,mat_68.mtx,rhs_68_2.bin,3,True,2,11,1.930627828754463e-07,0.0008065550000537769
68,mat_68.txt,mat_68.mtx,rhs_68_3.bin,0,True,2,30,1.3183316508133184e-07,0.0006772750002710382
68,mat_68.txt,mat_68.mtx,rhs_68_3.bin,1,True,2,23,5.156350395263217e-07,0.0006724550003127661
68,mat_68.txt,mat_68.mtx,rhs_68_3.bin,2,True,2,17,1.0854474158640947e-07,0.0007138720002330956
68,mat_68.txt,mat_68.mtx,rhs_68_3.bin,3,True,2,11,1.0274777355549516e-06,0.0008127009996314882
68,mat_68.txt,mat_68.mtx,rhs_68_4.bin,0,True,2,30,3.026519623173625e-08,0.0006788110003981274
68,mat_68.txt,mat_68.mtx,rhs_68_4.bin,1,True,2,24,2.6641517732921998e-08,0.0007768719997329754
68,mat_68.txt,mat_68.mtx,rhs_68_4.bin,2,True,2,16,2.4408296305643327e-08,0.0006739219998053159
68,mat_68.txt,mat_68.mtx,rhs_68_4.bin,3,True,2,12,7.0765001303058576e-09,0.0008289749994219164
68,mat_68.txt,mat_68.mtx,rhs_68_5.bin,0,True,2,30,8.770569291663704e-08,0.0006823029998486163
68,mat_68.txt,mat_68.mtx,rhs_68_5.bin,1,True,2,24,7.762888816780836e-08,0.0006991350001044339
68,mat_68.txt,mat_68.mtx,rhs_68_5.bin,2,True,2,17,3.998518313483797e-08,0.0007173640005930793
68,mat_68.txt,mat_68.mtx,rhs_68_5.bin,3,True,2,12,3.7519202215455746e-08,0.0008305809997182223
68,mat_68.txt,mat_68.mtx,rhs_68_6.bin,0,True,2,30,1.15519213433153e-07,0.0006787410002289107
68,mat_68.txt,mat_68.mtx,rhs_68_6.bin,1,True,2,24,8.806399482896229e-08,0.0006962009993003448
68,mat_68.txt,mat_68.mtx,rhs_68_6.bin,2,True,2,17,6.598693943796065e-08,0.0007031869999991613
68,mat_68.txt,mat_68.mtx,rhs_68_6.bin,3,True,2,12,6.210009927332844e-08,0.0008182880001186277
68,mat_68.txt,mat_68.mtx,rhs_68_7.bin,0,True,2,29,2.4418692144136215e-07,0.0006556230000569485
68,mat_68.txt,mat_68.mtx,rhs_68_7.bin,1,True,2,23,2.9585892145670334e-07,0.000687890999870433
68,mat_68.txt,mat_68.mtx,rhs_68_7.bin,2,True,2,17,6.674500871678021e-08,0.0007212759992398787
68,mat_68.txt,mat_68.mtx,rhs_68_7.bin,3,True,2,12,1.0595911607837348e-07,0.0009606300000086776
68,mat_68.txt,mat_68.mtx,rhs_68_8.bin,0,True,2,30,6.660837368155077e-08,0.0008040409993554931
68,mat_68.txt,mat_68.mtx,rhs_68_8.bin,1,True,2,24,7.039245919712439e-08,0.0007364319999396685
68,mat_68.txt,mat_68.mtx,rhs_68_8.bin,2,True,2,17,4.443664789352021e-08,0.0007113579995348118
68,mat_68.txt,mat_68.mtx,rhs_68_8.bin,3,True,2,12,3.2169896023979353e-08,0.000823946000309661
68,mat_68.txt,mat_68.mtx,rhs_68_9.bin,0,True,2,30,3.523775726885359e-08,0.0006839790003141388
68,mat_68.txt,mat_68.mtx,rhs_68_9.bin,1,True,2,24,3.9100681092606464e-08,0.0007013710001047002
68,mat_68.txt,mat_68.mtx,rhs_68_9.bin,2,True,2,17,2.1666846495465075e-08,0.0007124049998310511
68,mat_68.txt,mat_68.mtx,rhs_68_9.bin,3,True,2,12,1.9185674112602385e-08,0.0008386130002691061
68,mat_68.txt,mat_68.mtx,rhs_68_10.bin,0,True,2,30,1.9893578338026997e-07,0.0006766460001017549
68,mat_68.txt,mat_68.mtx,rhs_68_10.bin,1,True,2,24,1.467524296736444e-07,0.0006872619997011498
68,mat_68.txt,mat_68.mtx,rhs_68_10.bin,2,True,2,17,1.496262963614372e-07,0.0007031859995549894
68,mat_68.txt,mat_68.mtx,rhs_68_10.bin,3,True,2,12,2.0431085580040046e-07,0.0008135390007737442
68,mat_68.txt,mat_68.mtx,rhs_68_11.bin,0,True,2,30,5.474831437262536e-08,0.0006805569992138771
68,mat_68.txt,mat_68.mtx,rhs_68_11.bin,1,True,2,24,3.462775763147942e-08,0.0006950150000193389
68,mat_68.txt,mat_68.mtx,rhs_68_11.bin,2,True,2,17,5.8036063231421645e-08,0.0007027669998933561
68,mat_68.txt,mat_68.mtx,rhs_68_11.bin,3,True,2,12,5.4490434040275106e-08,0.0008234570004788111
68,mat_68.txt,mat_68.mtx,rhs_68_12.bin,0,True,2,30,4.387396460344272e-08,0.0006688230005238438
68,mat_68.txt,mat_68.mtx,rhs_68_12.bin,1,True,2,24,4.319870625888777e-08,0.0007068879995131283
68,mat_68.txt,mat_68.mtx,rhs_68_12.bin,2,True,2,17,4.049976321857383e-08,0.0007121270000425284
68,mat_68.txt,mat_68.mtx,rhs_68_12.bin,3,True,2,12,3.0174736601735514e-08,0.0008275080008388613
68,mat_68.txt,mat_68.mtx,rhs_68_13.bin,0,True,2,30,1.9872283012992895e-08,0.0006691730004604324
68,mat_68.txt,mat_68.mtx,rhs_68_13.bin,1,True,2,24,3.164282365744506e-08,0.0006994850000410224
68,mat_68.txt,mat_68.mtx,rhs_68_13.bin,2,True,2,17,1.572726874695162e-08,0.0007072369999150396
68,mat_68.txt,mat_68.mtx,rhs_68_13.bin,3,True,2,12,3.591302505996186e-08,0.0008246439992944943
68,mat_68.txt,mat_68.mtx,rhs_68_14.bin,0,True,2,30,7.221112505208795e-08,0.0006780430003345828
68,mat_68.txt,mat_68.mtx,rhs_68_14.bin,1,True,2,23,3.2571892534180193e-07,0.0006626770000366378
68,mat_68.txt,mat_68.mtx,rhs_68_14.bin,2,True,2,16,5.858921627150815e-07,0.0006719659995724214
68,mat_68.txt,mat_68.mtx,rhs_68_14.bin,3,True,2,11,9.292962703287759e-07,0.0007955199998832541
68,mat_68.txt,mat_68.mtx,rhs_68_15.bin,0,True,2,29,1.1755818968013433e-07,0.0006443779993787757
68,mat_68.txt,mat_68.mtx,rhs_68_15.bin,1,True,2,23,1.3197448479347802e-07,0.0006721749996358994
68,mat_68.txt,mat_68.mtx,rhs_68_15.bin,2,True,2,17,4.8638352337474385e-08,0.0007122659999367897
68,mat_68.txt,mat_68.mtx,rhs_68_15.bin,3,True,2,12,7.613756356056069e-08,0.0008154949991876492
68,mat_68.txt,mat_68.mtx,rhs_68_16.bin,0,True,2,30,6.510175424386059e-08,0.0006755280001016217
68,mat_68.txt,mat_68.mtx,rhs_68_16.bin,1,True,2,24,7.735939655332055e-08,0.0006994149998718058
68,mat_68.txt,mat_68.mtx,rhs_68_16.bin,2,True,2,17,8.403489289789826e-08,0.0007174350002969732
68,mat_68.txt,mat_68.mtx,rhs_68_16.bin,3,True,2,12,1.4905677814989884e-07,0.0008279969997602166
69,mat_69.txt,mat_69.mtx,rhs_69_1.bin,0,True,2,30,7.117297159052915e-08,0.0007983830000739545
69,mat_69.txt,mat_69.mtx,rhs_69_1.bin,1,True,2,23,2.8128221388492525e-07,0.0006982269997024559
69,mat_69.txt,mat_69.mtx,rhs_69_1.bin,2,True,2,17,6.833004639534724e-08,0.0007284000002982793
69,mat_69.txt,mat_69.mtx,rhs_69_1.bin,3,True,2,11,9.294514866632698e-07,0.000829883000733389
69,mat_69.txt,mat_69.mtx,rhs_69_2.bin,0,True,2,30,4.004473415064714e-08,0.0006728050002493546
69,mat_69.txt,mat_69.mtx,rhs_69_2.bin,1,True,2,24,3.014927666853823e-08,0.0006943860007595504
69,mat_69.txt,mat_69.mtx,rhs_69_2.bin,2,True,2,17,2.2262540194356432e-08,0.0007110780006769346
69,mat_69.txt,mat_69.mtx,rhs_69_2.bin,3,True,2,11,1.7250022250058866e-07,0.0008080210000116494
69,mat_69.txt,mat_69.mtx,rhs_69_3.bin,0,True,2,30,1.0358150982680162e-07,0.0006818150004619383
69,mat_69.txt,mat_69.mtx,rhs_69_3.bin,1,True,2,24,5.6813462761313334e-08,0.0006915929998285719
69,mat_69.txt,mat_69.mtx,rhs_69_3.bin,2,True,2,17,7.401892607289526e-08,0.0007123360001060064
69,mat_69.txt,mat_69.mtx,rhs_69_3.bin,3,True,2,12,6.902675657567905e-08,0.0008388229998672614
69,mat_69.txt,mat_69.mtx,rhs_69_4.bin,0,True,2,30,2.8756692733079334e-08,0.0007340570000451407
69,mat_69.txt,mat_69.mtx,rhs_69_4.bin,1,True,2,24,2.3031305611714496e-08,0.0007044430003588786
69,mat_69.txt,mat_69.mtx,rhs_69_4.bin,2,True,2,17,2.2514131718681794e-08,0.0007014399998297449
69,mat_69.txt,mat_69.mtx,rhs_69_4.bin,3,True,2,12,3.0640124184273945e-08,0.0008319780008605449
69,mat_69.txt,mat_69.mtx,rhs_69_5.bin,0,True,2,30,1.9449897955871826e-07,0.000678461999996216
69,mat_69.txt,mat_69.mtx,rhs_69_5.bin,1,True,2,24,1.2097806360322068e-07,0.0006959929996810388
69,mat_69.txt,mat_69.mtx,rhs_69_5.bin,2,True,2,17,1.1982006906569152e-07,0.0007120559994291398
69,mat_69.txt,mat_69.mtx,rhs_69_5.bin,3,True,2,12,1.1435498494139906e-07,0.000869902999511396
69,mat_69.txt,mat_69.mtx,rhs_69_6.bin,0,True,2,30,1.1222166054841659e-07,0.000694037000357639
69,mat_69.txt,mat_69.mtx,rhs_69_6.bin,1,True,2,24,7.177865542400258e-08,0.0006903349994900054
69,mat_69.txt,mat_69.mtx,rhs_69_6.bin,2,True,2,17,6.631070024416627e-08,0.0007035349999569007
69,mat_69.txt,mat_69.mtx,rhs_69_6.bin,3,True,2,12,7.740292460541265e-08,0.0008194069996534381
69,mat_69.txt,mat_69.mtx,rhs_69_7.bin,0,True,2,29,2.3074369780862175e-08,0.0006464739999501035
69,mat_69.txt,mat_69.mtx,rhs_69_7.bin,1,True,2,24,2.008862613147913e-08,0.0007209269997474621
69,mat_69.txt,mat_69.mtx,rhs_69_7.bin,2,True,2,16,3.6211490866153693e-08,0.0006759479992979323
69,mat_69.txt,mat_69.mtx,rhs_69_7.bin,3,True,2,12,1.603373742364874e-08,0.0008266699996966054
69,mat_69.txt,mat_69.mtx,rhs_69_8.bin,0,True,2,30,1.3659850113747735e-07,0.0006724550003127661
69,mat_69.txt,mat_69.mtx,rhs_69_8.bin,1,True,2,24,9.43415559558682e-08,0.0006946659996174276
69,mat_69.txt,mat_69.mtx,rhs_69_8.bin,2,True,2,17,9.79314374864734e-08,0.0007075170005919063
69,mat_69.txt,mat_69.mtx,rhs_69_8.bin,3,True,2,12,1.316609468116516e-07,0.0008230379999076831
69,mat_69.txt,mat_69.mtx,rhs_69_9.bin,0,True,2,30,1.0972900281679449e-07,0.0006742709992977325
69,mat_69.txt,mat_69.mtx,rhs_69_9.bin,1,True,2,24,8.333569940685121e-08,0.0007033259998934227
69,mat_69.txt,mat_69.mtx,rhs_69_9.bin,2,True,2,17,9.53663749989488e-08,0.0007097509997038287
69,mat_69.txt,mat_69.mtx,rhs_69_9.bin,3,True,2,12,1.0869645005607839e-07,0.0008341430002474226
69,mat_69.txt,mat_69.mtx,rhs_69_10.bin,0,True,2,30,8.597094961532379e-08,0.0006673570005659712
69,mat_69.txt,mat_69.mtx,rhs_69_10.bin,1,True,2,24,5.432330792396894e-08,0.0006832109993410995
69,mat_69.txt,mat_69.mtx,rhs_69_10.bin,2,True,2,17,5.524525009308881e-08,0.0006921510002939613
69,mat_69.txt,mat_69.mtx,rhs_69_10.bin,3,True,2,12,5.949672828923661e-08,0.0008097669997368939
69,mat_69.txt,mat_69.mtx,rhs_69_11.bin,0,True,2,30,2.7232685085836193e-08,0.0006624679999731597
69,mat_69.txt,mat_69.mtx,rhs_69_11.bin,1,True,2,24,2.9802200531567886e-08,0.0006799980001233052
69,mat_69.txt,mat_69.mtx,rhs_69_11.bin,2,True,2,17,3.048222687738538e-08,0.0006988559998717392
69,mat_69.txt,mat_69.mtx,rhs_69_11.bin,3,True,2,12,5.3081437622039524e-08,0.0008124920004775049
69,mat_69.txt,mat_69.mtx,rhs_69_12.bin,0,True,2,30,6.015295824662062e-08,0.0006656800005657715
69,mat_69.txt,mat_69.mtx,rhs_69_12.bin,1,True,2,24,3.326696148270954e-08,0.0007020689999990282
69,mat_69.txt,mat_69.mtx,rhs_69_12.bin,2,True,2,17,4.011233898917979e-08,0.0007070270003168844
69,mat_69.txt,mat_69.mtx,rhs_69_12.bin,3,True,2,12,5.508487855256076e-08,0.0008166830002664938
69,mat_69.txt,mat_69.mtx,rhs_69_13.bin,0,True,2,30,6.827574539098199e-08,0.0006742710002072272
69,mat_69.txt,mat_69.mtx,rhs_69_13.bin,1,True,2,23,1.7385356745648028e-07,0.000672944000143616
69,mat_69.txt,mat_69.mtx,rhs_69_13.bin,2,True,2,17,6.200260258651525e-08,0.0006990659994698945
69,mat_69.txt,mat_69.mtx,rhs_69_13.bin,3,True,2,12,8.606772380836253e-08,0.0008161929999914719
69,mat_69.txt,mat_69.mtx,rhs_69_14.bin,0,True,2,30,4.5963585650185644e-08,0.0006730830000378774
69,mat_69.txt,mat_69.mtx,rhs_69_14.bin,1,True,2,23,6.290520124461306e-08,0.00066051200064976
69,mat_69.txt,mat_69.mtx,rhs_69_14.bin,2,True,2,16,2.667876817925636e-07,0.0006413740002244595
69,mat_69.txt,mat_69.mtx,rhs_69_14.bin,3,True,2,11,6.378059733253514e-07,0.0007712839997111587
69,mat_69.txt,mat_69.mtx,rhs_69_15.bin,0,True,2,30,3.8525372108965404e-08,0.0006424929997592699
69,mat_69.txt,mat_69.mtx,rhs_69_15.bin,1,True,2,23,1.2698700561665766e-07,0.0006419339997592033
69,mat_69.txt,mat_69.mtx,rhs_69_15.bin,2,True,2,16,2.3686718386347338e-07,0.0006436089997805539
69,mat_69.txt,mat_69.mtx,rhs_69_15.bin,3,True,2,11,5.124542748235977e-07,0.0008068339993769769
69,mat_69.txt,mat_69.mtx,rhs_69_16.bin,0,True,2,30,1.3270195153713011e-07,0.0006489179995696759
69,mat_69.txt,mat_69.mtx,rhs_69_16.bin,1,True,2,24,1.191153039091611e-07,0.0006781819993193494
69,mat_69.txt,mat_69.mtx,rhs_69_16.bin,2,True,2,17,7.095399970124424e-08,0.0007001130006756284
69,mat_69.txt,mat_69.mtx,rhs_69_16.bin,3,True,2,12,1.7026388342575766e-07,0.000823806999505905
69,mat_69.txt,mat_69.mtx,rhs_69_17.bin,0,True,2,30,5.7813153958773595e-08,0.0006491969998023706
69,mat_69.txt,mat_69.mtx,rhs_69_17.bin,1,True,2,23,1.4833607624436543e-07,0.0006655409997620154
69,mat_69.txt,mat_69.mtx,rhs_69_17.bin,2,True,2,16,3.220376485099091e-07,0.000669521999952849
69,mat_69.txt,mat_69.mtx,rhs_69_17.bin,3,True,2,11,7.38072578590555e-07,0.0008089299999483046
69,mat_69.txt,mat_69.mtx,rhs_69_18.bin,0,True,2,30,4.702273988111621e-08,0.0006677760002276045
69,mat_69.txt,mat_69.mtx,rhs_69_18.bin,1,True,2,24,4.8136027704769383e-08,0.000688588999764761
69,mat_69.txt,mat_69.mtx,rhs_69_18.bin,2,True,2,17,3.918020858610901e-08,0.0007037459999992279
69,mat_69.txt,mat_69.mtx,rhs_69_18.bin,3,True,2,12,1.0433376717509136e-07,0.0008195460004571942
69,mat_69.txt,mat_69.mtx,rhs_69_19.bin,0,True,2,29,2.1430342101608884e-07,0.0006426319996535312
69,mat_69.txt,mat_69.mtx,rhs_69_19.bin,1,True,2,24,1.0763487920160591e-07,0.0006906850003360887
69,mat_69.txt,mat_69.mtx,rhs_69_19.bin,2,True,2,16,8.768476148417414e-07,0.0006635850004386157
69,mat_69.txt,mat_69.mtx,rhs_69_19.bin,3,True,2,12,2.467281007064025e-07,0.0008148659999278607
69,mat_69.txt,mat_69.mtx,rhs_69_20.bin,0,True,2,30,6.831967066930886e-08,0.0006792300000597606
69,mat_69.txt,mat_69.mtx,rhs_69_20.bin,1,True,2,24,6.227443731804956e-08,0.0006838400004198775
69,mat_69.txt,mat_69.mtx,rhs_69_20.bin,2,True,2,17,2.6092512492620374e-08,0.0007097520001480007
69,mat_69.txt,mat_69.mtx,rhs_69_20.bin,3,True,2,12,1.2256986114355103e-07,0.0008175200000550831
76,mat_76.txt,mat_76.mtx,rhs_76_1.bin,0,True,2,38,3.6167064013288376e-09,0.0009463819997108658
76,mat_76.txt,mat_76.mtx,rhs_76_1.bin,1,True,2,28,2.4012620192381583e-09,0.0008221299995057052
76,mat_76.txt,mat_76.mtx,rhs_76_1.bin,2,True,2,18,1.6936392734109885e-09,0.0007480959993699798
76,mat_76.txt,mat_76.mtx,rhs_76_1.bin,3,True,2,12,1.0716254670703675e-08,0.0008568430002924288
76,mat_76.txt,mat_76.mtx,rhs_76_2.bin,0,True,2,43,1.2229641681130947e-08,0.000818217999949411
76,mat_76.txt,mat_76.mtx,rhs_76_2.bin,1,True,2,27,9.953690563922354e-09,0.0007676519999222364
76,mat_76.txt,mat_76.mtx,rhs_76_2.bin,2,True,2,18,8.95712204421823e-09,0.0007318919997487683
76,mat_76.txt,mat_76.mtx,rhs_76_2.bin,3,True,2,12,1.5778173039488768e-08,0.0008339340001839446
76,mat_76.txt,mat_76.mtx,rhs_76_3.bin,0,True,2,44,4.602454987520392e-07,0.0008511850001013954
76,mat_76.txt,mat_76.mtx,rhs_76_3.bin,1,True,2,27,5.780791179511468e-07,0.0008083710008577327
76,mat_76.txt,mat_76.mtx,rhs_76_3.bin,2,True,2,18,4.796863525800617e-07,0.0007255370001075789
76,mat_76.txt,mat_76.mtx,rhs_76_3.bin,3,True,2,12,5.905927541873634e-07,0.0008305809997182223
76,mat_76.txt,mat_76.mtx,rhs_76_4.bin,0,True,2,44,5.780211238493522e-07,0.0008140979998643161
76,mat_76.txt,mat_76.mtx,rhs_76_4.bin,1,True,2,27,4.452485511113314e-07,0.0007459309999831021
76,mat_76.txt,mat_76.mtx,rhs_76_4.bin,2,True,2,18,6.662673256849473e-07,0.0007068180002534064
76,mat_76.txt,mat_76.mtx,rhs_76_4.bin,3,True,2,12,1.3051418238927674e-06,0.0008050880005612271
76,mat_76.txt,mat_76.mtx,rhs_76_5.bin,0,True,2,37,1.0493562668481796e-07,0.0007524960001319414
76,mat_76.txt,mat_76.mtx,rhs_76_5.bin,1,True,2,28,4.92024873250052e-08,0.0007998499995665043
76,mat_76.txt,mat_76.mtx,rhs_76_5.bin,2,True,2,18,1.3664520412130276e-07,0.0007336380003835075
76,mat_76.txt,mat_76.mtx,rhs_76_5.bin,3,True,2,13,4.266231184102461e-08,0.0008497190001435229
76,mat_76.txt,mat_76.mtx,rhs_76_6.bin,0,True,2,45,4.1645000567733563e-07,0.0008486709994031116
76,mat_76.txt,mat_76.mtx,rhs_76_6.bin,1,True,2,28,1.334425990781873e-07,0.0007965679997141706
76,mat_76.txt,mat_76.mtx,rhs_76_6.bin,2,True,2,18,3.967173577504194e-07,0.0007274220006365795
76,mat_76.txt,mat_76.mtx,rhs_76_6.bin,3,True,2,12,1.0226696252473624e-06,0.0008251330000348389
76,mat_76.txt,mat_76.mtx,rhs_76_7.bin,0,True,2,38,9.740631385857056e-08,0.0007681409997530864
76,mat_76.txt,mat_76.mtx,rhs_76_7.bin,1,True,2,28,3.515974229518415e-08,0.0008055079997575376
76,mat_76.txt,mat_76.mtx,rhs_76_7.bin,2,True,2,18,1.1157589329407613e-07,0.0007268629997270182
76,mat_76.txt,mat_76.mtx,rhs_76_7.bin,3,True,2,13,6.157555293534097e-08,0.0008364479999727337
76,mat_76.txt,mat_76.mtx,rhs_76_8.bin,0,True,2,46,2.337527241474448e-07,0.0008328170006279834
76,mat_76.txt,mat_76.mtx,rhs_76_8.bin,1,True,2,28,1.3406696525266382e-07,0.0007879069999034982
76,mat_76.txt,mat_76.mtx,rhs_76_8.bin,2,True,2,18,1.612447450372943e-07,0.0007047929993859725
76,mat_76.txt,mat_76.mtx,rhs_76_8.bin,3,True,2,12,3.7137681971045347e-07,0.0008284850000563893
76,mat_76.txt,mat_76.mtx,rhs_76_9.bin,0,True,2,44,4.511563321456385e-07,0.0008327470004587667
76,mat_76.txt,mat_76.mtx,rhs_76_9.bin,1,True,2,27,3.5303797207259823e-07,0.0007683510002607363
76,mat_76.txt,mat_76.mtx,rhs_76_9.bin,2,True,2,18,7.280608615839578e-07,0.0007232309999380959
76,mat_76.txt,mat_76.mtx,rhs_76_9.bin,3,True,2,12,1.746663203656054e-06,0.0008206630000131554
